"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"DCA21LA229","ACC","103969","2021-09-01T03:29:00Z","Seattle","Washington","United States",,"N196DN","28453","false","Aviation","DirectorBrief","2022-07-21T04:00:00Z","2022-07-21T19:00:00Z","Serious","0","1","1","The flightcrew’s failure to set the hydraulic panel correctly during the execution of the pushback checklist, and when the hydraulic panel setting was corrected, that resulted in the airplane coming to a sudden stop and a flight attendant receiving a serious injury.","Personnel issues - Task performance - Planning/preparation - (general) - Flight crew, Personnel issues - Action/decision - Action - Forgotten action/omission - Flight crew, Aircraft - Aircraft systems - Hydraulic power system - Hydraulic, main system - Not used/operated",,"47.438408000000003","-122.2997","BOEING","767-332","AIR","SEA","SEATTLE-TACOMA INTL","false","2","TJ","SCHD",,"121","None","VMC","DELTA AIR LINES INC","Standing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=103969","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103969/pdf"
"DCA21LA208","ACC","103753","2021-08-23T20:45:00Z","SeaTac","Washington","United States",,"N479AS","60576","false","Aviation","DirectorBrief","2022-07-19T04:00:00Z",,"Serious","0","1","3","The passenger’s use of the evacuation slide resulted in the serious injury.","Aircraft - Aircraft oper/perf/capability - (general) - (general) - Related operating info",,"47.443719000000002","-122.31173","BOEING","737-990ER","AIR","SEA","SEATTLE-TACOMA INTL","false","2","TF","SCHD",,"121","None","VMC","ALASKA AIRLINES INC","Taxi","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103753/pdf"
"DCA21LA209","ACC","103756","2021-08-21T14:00:00Z","Chicago","Illinois","United States",,"N806AW","1056","false","Aviation","DirectorBrief","2022-07-20T04:00:00Z","2022-07-20T19:00:00Z","Serious","0","1","0","An encounter with clear air turbulence.","Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Awareness of condition, Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Effect on personnel",,"41.972200999999998","-87.920565999999994","AIRBUS","319-132","AIR",,,"false",,,"SCHD",,"121","None","VMC","American Airlines","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=103756","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103756/pdf"
"DCA21LA210","ACC","103762","2021-08-11T19:56:00Z","Phoenix","Arizona","United States",,"N296UP","48474","false","Aviation","DirectorBrief","2022-07-19T04:00:00Z",,"None","0","0","0","The flight crew’s incorrect pitch attitude during go-around.","Personnel issues - Action/decision - Action - Incorrect action performance - Flight crew",,"33.272846999999999","-112.07324","MCDONNELL DOUGLAS","MD-11F","AIR","KPHX","Phoenix Sky Harbor","false","3","TF","NSCH",,"121","Substantial","VMC","UNITED PARCEL SERVICE CO","Landing","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103762/pdf"
"DCA21LA184","ACC","103537","2021-07-22T08:54:00Z","Romulus","Michigan","United States",,"N376DN","8858","false","Aviation","DirectorBrief","2022-07-19T04:00:00Z","2022-07-19T19:00:00Z","Serious","0","1","0","While conducting the safety briefing, the forward flight attendant was thrown backwards into the flight deck door due to the sudden stopping of the airplane by the flight crew to prevent a collision with a bus. 
Contributing to this accident was the bus drivers difficultly in observing the airplane moving towards the roadway.","Personnel issues - Task performance - Use of equip/info - (general) - Other, Personnel issues - Action/decision - Action - (general) - Pilot, Personnel issues - Physical - (general) - (general) - Cabin crew",,"42.212398","-83.353401000000005","AIRBUS","A321-211","AIR","KDTW","Detroit Metropolitan Wayne County Airport","false","2","TF","SCHD",,"121","None","VMC","DELTA AIR LINES INC","Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=103537","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103537/pdf"
"DCA21LA176","ACC","103420","2021-07-04T20:41:00Z","Miami","Florida","United States",,"N156AN","6983","false","Aviation","DirectorBrief","2022-01-06T05:00:00Z","2022-01-06T05:00:00Z","Serious","0","1","0","an inadvertent encounter with convective turbulence.","Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel",,"25.796600000000002","-80.275899999999993","AIRBUS","A321-231","AIR",,,"false","2","TF","SCHD",,"121","None","Unknown","AMERICAN AIRLINES INC","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=103420","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103420/pdf"
"DCA21FA174","ACC","103407","2021-07-02T04:00:00Z","Honolulu","Hawaii","United States",,"N810TA","21116","false","Aviation","DirectorBrief","2023-06-15T04:00:00Z","2022-12-19T22:00:00Z","Serious","0","1","1","The flight crewmembers’ misidentification of the damaged engine (after leveling off the airplane and reducing thrust) and their use of only the damaged engine for thrust during the remainder of the flight, resulting in an unintentional descent and forced ditching in the Pacific Ocean. Contributing to the accident were the flight crew’s ineffective crew resource management, high workload, and stress.","Personnel issues - Task performance - Use of equip/info - Use of checklist - Flight crew, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Flight crew, Personnel issues - Task performance - Communication (personnel) - CRM/MRM techniques - Flight crew, Personnel issues - Task performance - Workload management - Task overload - Flight crew, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Damaged/degraded, Personnel issues - Action/decision - Action - Incorrect action performance - Flight crew",,"21.163900000000002","-158.01312999999999","BOEING","737-275C","AIR","PHNL","HNL","false","2","TJ","NSCH",,"121","Destroyed","VMC","RHOADES AVIATION INC","Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=103407","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103407/pdf"
"DCA21LA164","ACC","103350","2021-06-25T20:31:00Z","New Orleans","Louisiana","United States",,"N926UW","6618","false","Aviation","DirectorBrief","2022-07-20T04:00:00Z","2022-07-20T19:00:00Z","Serious","0","1","8","An inadvertent encounter with severe turbulence during cruise flight that caused a flight attendant to fall and fracture his ankle.","Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Effect on personnel",,"27.598704000000001","-89.948251999999997","AIRBUS","A321-231","AIR","MSY",,"false","2",,"SCHD",,"121","None","VMC","American Airlines","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=103350","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103350/pdf"
"DCA21LA137","ACC","103164","2021-05-28T12:40:00Z","Dallas/Fort Worth International Airport","Texas","United States",,"N834NN","29576","false","Aviation","DirectorBrief","2022-02-21T05:00:00Z","2022-01-06T05:00:00Z","None","0","0","0","The captain’s decision to adjust his flight instruments while taxiing the airplane.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",,"32.897010999999999","-97.043172999999996","BOEING","737-823","AIR","DFW","Dallas Fort Worth International Airport","false","2","TF","SCHD",,"121","Substantial","VMC","AMERICAN AIRLINES INC","Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=103164","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103164/pdf"
"DCA21LA133","ACC","103134","2021-05-21T12:30:00Z","Chicago","Illinois","United States",,"N289CT, N8686A","36633, 36938","false","Aviation","DirectorBrief","2022-01-06T05:00:00Z","2022-01-06T05:00:00Z","None","0","0","0","the failure of the flight crew of N8686A to provide sufficient clearance while taxiing past N289CT, which was stopped.","Personnel issues - Action/decision - Action - Incorrect action performance - Pilot of other aircraft",,"41.784999999999997","-87.751999999999995","BOEING, BOEING","737-7H4, 737-8H4","AIR, AIR","KMDW","Midway","false, false","2, 2","TF, TF","SCHD, SCHD",,"121, 121","Substantial, Minor","VMC","SOUTHWEST AIRLINES CO, SOUTHWEST AIRLINES CO","Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=103134","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103134/pdf"
"DCA21LA109","ACC","102835","2021-03-28T18:00:00Z","Charlotte","North Carolina","United States",,"N650AE","145417","false","Aviation","DirectorBrief","2022-01-06T05:00:00Z","2022-01-06T05:00:00Z","Serious","0","1","3","an encounter with convective turbulence during descent.","Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel",,"35.218578000000001","-80.948542000000003","EMBRAER","EMB-145LR","AIR",,,"false","2","TF","SCHD",,"121","None","Unknown","Piedmont Airlines","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102835","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102835/pdf"
"DCA21LA096","ACC","102773","2021-03-16T13:19:00Z","Los Angeles","California","United States",,"N706SK","10149","false","Aviation","DirectorBrief","2022-01-06T05:00:00Z","2022-01-06T05:00:00Z","Serious","0","1","0","the improper retraction of the main cabin door, which resulted in the flight attendant falling when she opened the door at the destination.","Personnel issues - Experience/knowledge - Training - Type/qual of instruct/training - Cabin crew, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Cabin crew",,"33.941600000000001","-118.4085","BOMBARDIER INC","CL-600-2C10","AIR","KLAX","Los Angeles International Airport","false","2","TF","SCHD",,"121","None","VMC","Skywest Airlines","Standing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102773","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102773/pdf"
"DCA21LA095","ACC","102768","2021-03-15T15:00:00Z","Fort Worth","Texas","United States",,"N789AN","30252","false","Aviation","DirectorBrief","2022-01-06T05:00:00Z","2022-01-06T05:00:00Z","Serious","0","1","0","an encounter with clear air turbulence during approach","Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Effect on personnel",,"32.899799999999999","-96.940299999999993","BOEING","777-223","AIR","KDFW","Dallas Fort Worth International","false","2","TF","SCHD",,"121","None","VMC","American Airlines, Inc","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102768","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102768/pdf"
"DCA21LA082","ACC","102620","2021-02-08T09:30:00Z","Fort Lauderdale","Florida","United States",,"N918NK","09259","false","Aviation","DirectorBrief","2022-07-19T04:00:00Z","2022-01-06T23:00:00Z","Serious","0","1","0","An abrupt flight control input by the flight crew during descent that caused a flight attendant to fall and fracture their ankle.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Flight crew",,"26.683","-80.094999999999999","AIRBUS","A320","AIR",,,"false",,,"SCHD",,"121","None","VMC","Spirit Airlines","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102620","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102620/pdf"
"DCA21LA058","ACC","102469","2020-12-23T13:30:00Z","Houston","Texas","United States",,"N463UA","1282","false","Aviation","DirectorBrief","2022-01-06T05:00:00Z","2022-01-06T05:00:00Z","Serious","0","1","0","an encounter with forecasted convective turbulence during approach.","Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel",,"29.816516","-95.442813000000001","AIRBUS INDUSTRIE","A320-232","AIR",,,"false","2","TF","SCHD",,"121","None","VMC","United Airlines","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102469","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102469/pdf"
"DCA21LA024","ACC","102304","2020-11-13T18:50:00Z","Phoenix","Arizona","United States",,"N778SK","10242","false","Aviation","DirectorBrief","2021-06-08T04:00:00Z","2021-07-08T21:00:00Z","Serious","0","1","0","The flight attendant’s use of improper procedures when opening the main cabin door.","Personnel issues - Action/decision - Action - Incorrect action performance - Cabin crew",,"33.4373","-112.0078","BOMBARDIER","CL600 2C10","AIR","PHX","Phoenix Sky Harbor International Airport","false","2",,"SCHD",,"121","None","VMC","SKYWEST AIRLINES INC","Unknown","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102304","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102304/pdf"
"DCA21WA010","ACC","102184","2020-10-24T11:53:00Z","Freeport",,"Bahamas",,"N674RJ","14500801","false","Aviation","",,,"Minor","0","0","9",,,,"26.548100000000002","-78.696299999999994","EMBRAER","EMB145","AIR","MYGF","Grand Bahama International Airport","false","2",,"SCHD",,"121","Substantial",,"American Eagle","Landing","N/A",,"Prelim","","None"
"DCA21LA018","ACC","102250","2020-09-30T19:00:00Z","Anchorage","Alaska","United States",,"N860DA","29951","false","Aviation","DirectorBrief","2022-07-19T04:00:00Z","2022-07-19T16:00:00Z","Serious","0","1","0","The airplane’s encounter with severe turbulence while flying over a mountain range during cruise.","Environmental issues - Conditions/weather/phenomena - Turbulence - Terrain induced turbulence - Effect on personnel, Environmental issues - Conditions/weather/phenomena - Turbulence - Terrain induced turbulence - Effect on operation, Environmental issues - Conditions/weather/phenomena - Turbulence - Terrain induced turbulence - Awareness of condition",,"61.173440999999997","-149.98675","BOEING","777","AIR",,,"false","2","TF","SCHD",,"121","None","Unknown","Delta Airlines","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102250","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102250/pdf"
"DCA20WA140","ACC","101876","2020-08-28T11:55:00Z","Bucure?ti",,"Romania",,"N423AX","27569","false","Aviation","",,,"None","0","0","0",,,,"44.495849999999997","26.081251000000002","Boeing","767","AIR",,,"false","2",,"NSCH",,"121","Substantial",,"Omni Air International","Landing","N/A",,"Prelim","","None"
"DCA20LA138","ACC","101865","2020-08-19T04:47:00Z","Los Angeles","California","United States",,"N146FE","43551","false","Aviation","DirectorBrief","2023-07-12T04:00:00Z","2023-07-12T18:00:00Z","Serious","0","1","0","The left main landing gear’s failure to extend due to the separation of the brake rod retaining hardware from the aft inboard wheel for reasons that could not be determined based on the available evidence.","Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Malfunction",,"33.969614999999997","-118.24037","Boeing","767","AIR","KLAX","Los Angeles International","false","2","TF","NSCH",,"121","Substantial","VMC","Federal Express","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=101865","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/101865/pdf"
